File,filename,X,Y,Color,Admiration,Adoration,Aesthetic_Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic_Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Sympathy,Tiredness,Triumph
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt10.mp3,dia772_utt10.mp3,543,397,#57963B,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,0.204,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt11.mp3,dia772_utt11.mp3,293,471,#7C7891,,,,,,0.221,,0.122,,,,0.106,0.126,,,,,,,,0.174,0.105,,,,,,,0.223,,,,,,,,,0.144,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt12.mp3,dia772_utt12.mp3,634,495,#37E04B,,,,,,0.179,,,,,,,,,,,,,,,,,,,,,,0.401,,,,,0.267,,,,,0.142,0.205,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt13.mp3,dia772_utt13.mp3,380,272,#658D25,,,,,0.199,0.2,,,,,,,,,,,,0.125,,,0.176,,,,,,,0.267,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt2.mp3,dia772_utt2.mp3,520,309,#456069,,,,,,,,,,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt3.mp3,dia772_utt3.mp3,424,71,#E4D308,,,,,0.118,,,,,,,,,0.281,,,,0.506,,,,,,,,,,,,,,,,,,,0.249,,,,,,,,,0.233
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt4.mp3,dia772_utt4.mp3,709,324,#D02EDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,,,,,1,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt5.mp3,dia772_utt5.mp3,180,475,#887173,,,,,,0.234,,,,,0.23,,,,,,,0.272,,,0.276,,,,,,,0.148,0.123,,0.114,,,,,0.116,,,,,0.142,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt6.mp3,dia772_utt6.mp3,731,248,#D23B3A,,,,,,,,,,,,,,,,,0.421,,,,,,,,,,,,,,,,,0.147,,,,,,0.175,0.102,,,,0.314,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt7.mp3,dia772_utt7.mp3,428,22,#83A58F,,,,,,,,,,0.663,0.265,,,,,,,0.809,,,,,,,,,,,,,,,,0.332,,,,,,0.164,,,,0.181,,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt8.mp3,dia772_utt8.mp3,516,310,#69536F,,,,,,,,,,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,
https://mturkrecord.s3.amazonaws.com/targpros/dia772_utt9.mp3,dia772_utt9.mp3,486,392,#BFA05F,,,,0.128,,0.128,,,,,,,,,,,,0.121,,,,,,,,,,0.131,,,,0.128,,,,,,0.143,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia773_utt1.mp3,dia773_utt1.mp3,282,301,#883A5D,,,,,0.106,,,,,,0.158,,,,,0.145,,,,0.574,0.168,,,,,,,,,,,,,,,,,,,,,,,,0.225,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt0.mp3,dia774_utt0.mp3,137,379,#493FB6,,,,,,0.29,,,,0.269,0.326,,,,,,,0.267,,,0.453,,,,,,,,,,,0.109,,,,,,,,,,,,0.336,0.231,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt1.mp3,dia774_utt1.mp3,194,479,#BE5839,,,,,0.314,0.485,,,,,,,0.152,,,,,0.25,0.162,,0.253,,,,0.113,,,,0.153,0.113,,,,,,,,,,,,,,0.395,,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt10.mp3,dia774_utt10.mp3,440,658.1,#CE4B98,0.166,,,0.101,,,0.285,,,,,0.589,,,,,,,,,,0.127,,,,,,0.189,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt2.mp3,dia774_utt2.mp3,304,666,#C16A4D,,,,,,0.148,,,,,0.145,,,,,,,,,,0.335,,,,0.319,,,,,0.123,,,,,,,,,,,,,,0.756,,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt5.mp3,dia774_utt5.mp3,483,27,#9C9A92,,,,,,,,,,0.348,0.633,0.117,,,,,,0.318,,,,,,,,,,0.106,,,,0.52,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia774_utt9.mp3,dia774_utt9.mp3,416,680.4,#C819BF,,,,,,,,,,,,0.716,,,,,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia775_utt10.mp3,dia775_utt10.mp3,603,635.1,#91CB6A,0.106,,,0.675,,,,,,,,,,,,,,,,,,,,,,,,0.138,,,,,0.292,,,,,0.164,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia775_utt12.mp3,dia775_utt12.mp3,249,592,#2D67C4,,,,0.106,,,,,,0.202,,,,,,,,,0.112,,,,,,,,,,,0.115,,0.136,,,,,,0.242,,,0.317,,0.239,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia775_utt2.mp3,dia775_utt2.mp3,667,528,#36F33A,,,,0.217,,,,,,,,,,,,,,,,,,,,,,,,0.421,,,,,0.233,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia775_utt5.mp3,dia775_utt5.mp3,409,614,#C85694,,,,,,,0.254,,,,,0.506,,0.192,,,,,,,,0.364,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia776_utt0.mp3,dia776_utt0.mp3,662,418,#6B99D8,,,,0.126,,,,,,0.295,,,,,,,,0.123,,,,,,,,,,0.137,,,,0.201,0.202,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia776_utt1.mp3,dia776_utt1.mp3,465,422,#867A52,,,,,,,0.108,,,,,0.135,,,,,,,,,0.102,,,,,,,0.166,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia776_utt5.mp3,dia776_utt5.mp3,394,377,#E57F3C,,,,,,0.118,,,,,,,,,,,,0.14,0.113,,0.14,,,,,,,,,,,,,,,,,,,,,,,0.245,,
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt10.mp3,dia777_utt10.mp3,584,479,#40BC0B,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,0.341,,,,,0.144,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt13.mp3,dia777_utt13.mp3,506,316,#596976,,,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt5.mp3,dia777_utt5.mp3,632,338,#D1E416,,,,0.302,,,,,,,,,0.124,,,,,0.363,0.129,0.108,,0.132,,,,,,0.171,,,,0.137,,,0.136,,0.26,,,,,0.273,,,,0.104
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt6.mp3,dia777_utt6.mp3,493,601,#DF928E,,,,0.221,,,,,,,0.139,0.236,0.132,,,,,,,,,0.221,,,,,,,,,,0.403,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt7.mp3,dia777_utt7.mp3,289,249,#C74133,,,,,0.267,0.106,,,0.112,,,,,0.259,,,,,,,,0.159,,,,,0.125,0.157,,,,,,,,,,0.171,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia777_utt9.mp3,dia777_utt9.mp3,342,455,#A16CC3,,,,,,,,,,,,0.277,0.305,,,,,,0.215,,,,,0.28,,,,,,0.187,,,,,,,,0.136,,,0.126,,0.117,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt0.mp3,dia778_utt0.mp3,753,429,#9BBBA2,0.446,0.32,0.823,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.351,0.21,,,,,0.312,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt1.mp3,dia778_utt1.mp3,631,628.7,#98B79F,,,,0.495,,,,0.105,,,,,,,,,,,,,,,,,,,,0.195,,,,,0.413,,,,,,,,,0.167,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt10.mp3,dia778_utt10.mp3,206,443,#97058D,,,,,0.331,0.146,,,,,,0.198,,,,,,,,,0.345,,,0.263,,,,,0.293,,0.184,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt2.mp3,dia778_utt2.mp3,679,194,#89601B,,,,,,0.144,,,,,,,,,,,,,,,0.137,,,,,,,,,,,,,,,0.224,,,0.128,,0.113,,,,0.793,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt6.mp3,dia778_utt6.mp3,508,566,#DFC066,,,,0.342,,,,0.45,,,,0.157,,,,,,,,,,0.154,,0.101,,,,,,,,0.586,,,,,,,,,,,,0.127,,
https://mturkrecord.s3.amazonaws.com/targpros/dia778_utt9.mp3,dia778_utt9.mp3,137,290,#97066E,,,,,0.622,,,,,,,,,,,,,,0.175,,0.436,,,,,,,,,,,,,,,0.56,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia77_utt4.mp3,dia77_utt4.mp3,495,324,#52688C,,,,,,,,,,0.153,,,,,,,,0.104,,,,,,,,,,,,,,,,,,,,,,,0.106,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia780_utt2.mp3,dia780_utt2.mp3,286,208,#C1066B,,,,,0.413,0.133,,,,,,0.223,,,,,,,,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia780_utt4.mp3,dia780_utt4.mp3,206,669.2,#4BC9A7,,,,,,,,,,,,0.159,,,,,,,0.385,,0.196,,,,,,,,,,,,,,,0.292,,,,,0.86,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia780_utt5.mp3,dia780_utt5.mp3,409,453,#A41DB6,,,,0.121,,0.132,,,,,,0.288,,,,,,,,,0.231,,,,,,,0.117,0.112,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia780_utt6.mp3,dia780_utt6.mp3,143,648.2,#E26E3E,,0.163,,,,0.196,,,,,,,,,,0.421,0.151,0.473,0.112,,0.288,,,,,,,,,,,,,0.107,,0.331,,,,0.321,0.687,,,,0.126,
https://mturkrecord.s3.amazonaws.com/targpros/dia781_utt1.mp3,dia781_utt1.mp3,734,548,#52FC50,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.607,,,,0.232,0.482,0.147,,,0.355,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt10.mp3,dia782_utt10.mp3,404,458,#C64BC1,,,,,,,,,,,,0.303,,,,,,,,,0.122,,,,,,,,,,,,,,,0.117,,0.153,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt2.mp3,dia782_utt2.mp3,716,551,#32F85C,,,,0.137,,,,,,,,,,,,,,,,,,,,,,,,0.627,,,,,0.497,0.106,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt3.mp3,dia782_utt3.mp3,654,447,#80C857,,,,0.164,,,,,,,0.115,0.123,0.185,,,,,,,,,,,,,,,0.326,,,,0.263,0.15,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt4.mp3,dia782_utt4.mp3,489,37,#A29F7D,,,,,,0.235,,0.153,,0.314,0.282,,0.201,,,,,0.457,,,,,,,,,,,,0.133,,0.303,,,,,,0.205,,,,0.1,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt6.mp3,dia782_utt6.mp3,760,334,#D49C9D,0.173,,,,,,,0.402,,0.102,,,,,,,0.149,0.196,,,,,,,,,,,,,,0.504,,0.409,,,,0.199,,0.24,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt7.mp3,dia782_utt7.mp3,438,605,#8D3DC1,,,,,,,,0.125,,0.197,,0.493,0.339,,,,,0.172,0.133,,,0.133,,,,,,,,,,0.135,,,,,,0.236,,,0.128,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt8.mp3,dia782_utt8.mp3,751,285,#F14B91,0.114,,,,,,,,,,,,,,0.223,,0.389,,,,,,0.161,,,0.222,,0.265,,,,0.401,0.267,,,,,,0.108,0.265,,0.143,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia782_utt9.mp3,dia782_utt9.mp3,373,534,#407698,,,,0.109,,0.137,,0.456,,,,0.155,,,,,,,,,0.164,0.125,,0.305,,,,,,0.113,,0.109,,,,,,0.372,,,,,0.134,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt1.mp3,dia783_utt1.mp3,337,533,#8E8D7C,,,,,,0.476,,0.909,,,,,0.136,,,,,,,,,0.46,,0.25,,,,,,,,0.181,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt2.mp3,dia783_utt2.mp3,593,599,#CCCF48,0.254,,,0.524,,,,0.422,,,,,,,,,,0.354,,,,,,0.188,,,,0.321,,,,0.302,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt3.mp3,dia783_utt3.mp3,595,653.6,#A7C765,0.306,,,0.561,,,,,,0.105,,,,,,,,0.117,,,,,,,,,,,,,,,,0.302,,,,0.135,,,,,,0.31,,
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt4.mp3,dia783_utt4.mp3,573,598,#B1DB34,,,,0.582,,,0.126,,,,,,,0.248,,,,0.219,,,,,,,,,0.203,,,,,0.128,,,,,0.139,,,,,0.104,,,,0.115
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt5.mp3,dia783_utt5.mp3,284,663.6,#C28D3D,,,,,,0.146,,0.173,,0.307,,,,,,,,0.36,,,,,,,0.276,,,,,,,,,0.261,,,,,,,0.51,,,0.329,0.136,
https://mturkrecord.s3.amazonaws.com/targpros/dia783_utt8.mp3,dia783_utt8.mp3,712,442,#BCD062,0.33,0.19,0.101,0.218,,,,,,,,,,,0.103,,,,,,,,,,,,,0.236,,,,0.462,0.169,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia784_utt1.mp3,dia784_utt1.mp3,187,443,#4831AA,,,0.124,,0.228,0.636,,0.267,,,,,,,,,,,,0.211,0.491,,,0.29,,,0.173,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia785_utt1.mp3,dia785_utt1.mp3,172,531,#952264,,,,,0.381,0.257,,,,,,0.164,,,,,,,0.124,0.113,0.277,,,,,,,0.123,0.405,,0.117,,,,,0.161,,,,,0.249,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia786_utt1.mp3,dia786_utt1.mp3,316,212,#E11C18,,,,,0.37,,,,,,,,,0.101,,,,,0.137,0.141,0.12,0.108,,,,,,,,,,,,,,,,,,,,,,0.113,,
https://mturkrecord.s3.amazonaws.com/targpros/dia786_utt2.mp3,dia786_utt2.mp3,246,437,#8724C0,,,,,0.125,0.307,,,,,,0.398,,,,,,,0.146,,0.361,0.106,,0.171,,,,,,,,,,,,,,0.119,,,0.152,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia786_utt3.mp3,dia786_utt3.mp3,385,277,#188870,,,,,0.15,0.15,,,,,,,,,,,,0.141,,,0.21,,,,,,,0.229,0.106,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia788_utt0.mp3,dia788_utt0.mp3,399,27,#6E975E,,,,,,0.244,,,,,0.216,,0.164,,,,,0.434,,,0.347,0.102,,,,,,0.258,0.236,,,0.177,0.133,,,,,0.56,,,,0.109,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia788_utt1.mp3,dia788_utt1.mp3,610,647.1,#8C9363,,,,0.784,,,,,,,,,,,,,0.546,,,,,,,,,,,0.187,,,,0.121,0.395,,,,0.111,0.431,,,,0.191,,,,0.307
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt0.mp3,dia789_utt0.mp3,664,546,#74B276,0.157,0.264,,0.123,,,,,,,,,,,,,0.175,,,,,,,,,0.252,,0.363,,,,,0.271,,,,,,,0.186,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt1.mp3,dia789_utt1.mp3,653,356,#479A94,,,,0.511,,,,,0.248,0.351,,,,,0.12,,,,0.117,,,,,,,,,,,,,,,,,,,0.306,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt2.mp3,dia789_utt2.mp3,689,592,#48DF25,0.214,0.137,0.111,0.479,,,,,,,,,,,,,,,,,,,,,,,,0.638,,,,,0.209,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt3.mp3,dia789_utt3.mp3,234,455,#61549E,,,,,,0.495,,0.137,,0.107,,0.122,,,,,,0.143,0.106,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt5.mp3,dia789_utt5.mp3,760,335,#B4C1AD,0.312,0.152,,,,0.217,,0.28,,0.253,,,,,,,,,,,,,,0.191,,,,,0.131,,,0.435,,0.386,,,,0.102,,0.14,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt6.mp3,dia789_utt6.mp3,761,336,#92D2CC,0.159,0.153,,,,0.109,,0.354,,0.121,,,,,,,,,,,,,,0.369,,,,,,,,0.178,0.212,0.328,0.109,,,,,0.164,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt7.mp3,dia789_utt7.mp3,458,371,#5580AB,,,,0.104,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,0.108,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt8.mp3,dia789_utt8.mp3,161,405,#615293,,,,,0.11,0.57,,,,,,,0.216,,,,,0.198,0.163,,0.315,,,,,,,,,,,,,,,0.289,,0.171,,,0.192,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia789_utt9.mp3,dia789_utt9.mp3,597,647.3,#92C962,0.301,0.328,,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia78_utt0.mp3,dia78_utt0.mp3,555,572,#8187A1,,,,0.565,,,,,,0.315,,,,,0.142,,,0.138,,,,0.169,,,,,,0.13,,,,,,,,,,0.175,0.13,,,0.181,,,,0.13
https://mturkrecord.s3.amazonaws.com/targpros/dia78_utt1.mp3,dia78_utt1.mp3,175,298,#52519A,,,,,0.542,0.212,,,,,,,,0.233,,,,,0.521,0.264,0.614,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia78_utt2.mp3,dia78_utt2.mp3,567,509,#239064,,,,,,0.376,,,,,,,,,,,,0.214,0.136,,0.335,,,,,,,0.554,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia78_utt4.mp3,dia78_utt4.mp3,389,335,#2BBF4D,,,,,0.104,0.108,,,,,,,,,,,,,,,0.128,,,,,,,0.2,0.185,,0.14,,0.107,,,0.106,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia78_utt5.mp3,dia78_utt5.mp3,587,509,#0EB540,,,,0.161,,,,,,,,0.158,,,,,,,,,0.306,,,,,,,0.684,,,,0.132,0.146,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia790_utt0.mp3,dia790_utt0.mp3,658,446,#92A49A,,,,0.283,,,,,,0.197,0.182,,0.316,,,,,,,,,,,,,,,0.178,,,,0.365,,,,,,,,,,0.103,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt0.mp3,dia791_utt0.mp3,687,505,#1CE81C,,,,,0.111,,0.117,,,,,,,,,,,,,,0.165,,,,,,,0.609,,,,0.114,0.183,,,,0.101,0.245,,,,0.113,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt1.mp3,dia791_utt1.mp3,671,534,#3FFD48,,,,,,,0.218,,,,,0.185,,,,,,,,,0.118,,,,,,,0.435,,,,0.15,0.379,,,,0.168,0.142,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt11.mp3,dia791_utt11.mp3,668,469,#4ECE55,0.11,0.155,,,,,,,,,,,,,,,,,,,,,0.139,,,0.499,,0.523,,,,,0.221,0.191,0.466,,,,,,0.115,0.169,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt16.mp3,dia791_utt16.mp3,270,304,#744574,,,,0.118,,,,,,,,0.153,,,,,,,0.175,0.877,0.132,0.262,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt17.mp3,dia791_utt17.mp3,444,39,#C0DB15,,,,,,,,,,,0.202,,,,,,,0.817,,,,,,,,,,0.395,,,,0.265,0.178,,,,,,,,,,,,,0.112
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt18.mp3,dia791_utt18.mp3,445,29,#BBAF3D,,,,,,,,,,,0.543,,,,,,,0.895,,,,,,,,,,,,,,0.102,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt19.mp3,dia791_utt19.mp3,378,268,#817B0E,,,,,0.224,0.122,,,,,,,,,,,,0.119,,,0.136,,,,,,,0.227,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt6.mp3,dia791_utt6.mp3,749,540,#69A164,,,0.158,0.157,,,,,,,,,,,0.116,,,,,,,,,,,,,0.599,,,,,0.169,,,,,,,,,0.561,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia791_utt9.mp3,dia791_utt9.mp3,616,280,#A94E85,0.12,0.115,,,,,,,,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,,0.155,,,,0.157,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt0.mp3,dia792_utt0.mp3,706,550,#34F64A,,,,0.192,,,,,,,,,,,,,,,,,,,,,,,,0.525,,,,0.101,0.33,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt1.mp3,dia792_utt1.mp3,541,451,#57CB2C,,,,0.182,,,,,,,,0.109,,,,,,,,,,,,,,,,0.206,,,,,0.135,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt10.mp3,dia792_utt10.mp3,183,456,#753AB6,,,,,,0.765,,0.139,,,,,,,,,,,,,0.345,,,0.199,,,,,0.262,,,,,,,,,,0.669,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt11.mp3,dia792_utt11.mp3,234,299,#2B9298,,,,,0.225,,,,,,,,0.202,0.384,,,,,0.5,0.392,0.312,0.211,,,,,,,,0.283,,,,,,,,0.326,,0.199,0.141,,0.332,,0.271,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt12.mp3,dia792_utt12.mp3,159,311,#1966D6,,,,,0.176,0.168,,0.145,,,,0.126,,,,,,,0.44,0.17,0.82,0.316,,0.134,,,,,0.367,,0.579,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt13.mp3,dia792_utt13.mp3,770,268,#CB5997,,0.15,,,,,,,,,,,0.101,,,0.442,0.707,,,,,,0.132,,,0.171,,,,,,,,0.66,,,,0.116,,0.553,0.275,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt14.mp3,dia792_utt14.mp3,391,51,#A85A57,,,,,0.288,,,,,,,,,0.101,,,,0.427,,,0.378,,,,,,,,,,,,,,,,,0.146,,,,,,,0.122,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt15.mp3,dia792_utt15.mp3,204,675.5,#72B3B9,,,,,,,,,,,,,,,,,,,0.285,,0.118,,,,,,,,,,,,,0.371,,0.514,,0.283,,0.233,0.949,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt16.mp3,dia792_utt16.mp3,205,683.3,#9E7E9C,,0.171,,,,,,,,0.145,,,0.15,,0.106,,0.424,,0.387,,,,,,0.105,0.867,0.123,,,,,,,0.42,,0.281,,0.136,,0.438,0.743,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt17.mp3,dia792_utt17.mp3,225,367,#1BC6BD,,,,,,,,,,,,,,,,,,,0.811,,0.321,0.299,,,,,,,,0.161,,,,,,,,0.15,,,0.425,,0.131,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt18.mp3,dia792_utt18.mp3,767,268,#CF4F86,0.104,0.136,,,,,,,,,,,,,,,0.763,0.158,,,,,,,,0.121,,,,,,0.152,,0.412,,,,,,0.565,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt19.mp3,dia792_utt19.mp3,769,267,#C16797,,,,,,,,,,0.182,,,,,,,0.57,,,,,,,,,,,,,,,0.238,,0.669,,,,,,0.746,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt20.mp3,dia792_utt20.mp3,436,664.8,#EB27AE,,,,,,,,,,0.128,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt3.mp3,dia792_utt3.mp3,775,406,#C2A6CF,0.831,0.689,0.24,0.237,,,0.337,,0.15,,,,,,0.174,,,,,,,,,,,,,,,,,0.321,0.231,,,,0.122,0.118,,,,0.244,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt4.mp3,dia792_utt4.mp3,678,591,#70E03B,,,,0.446,,,,,,,,,,,,,,0.103,,,,,,,,,,0.4,,,,0.221,0.194,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt5.mp3,dia792_utt5.mp3,501,241,#BDAA76,,,,,,0.118,,,,0.195,0.164,,0.281,,,,,0.399,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt6.mp3,dia792_utt6.mp3,428,479,#E32BA4,,,,,,,,0.117,,,,0.362,,,,,,,0.102,,,0.116,,0.245,,,,0.111,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia792_utt8.mp3,dia792_utt8.mp3,203,150,#D6601F,,,,,0.738,,,,,,,,,0.113,,,,0.399,0.256,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia793_utt0.mp3,dia793_utt0.mp3,671,590,#68C63F,,,,0.338,,,,,,,,0.189,,0.12,,,,,,,,,,,,,,0.382,,,,,0.108,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia793_utt10.mp3,dia793_utt10.mp3,676,566,#51EE63,,,,0.294,,,,,,,,,,,,,,,,,,,,,,,,0.336,,,,,0.411,,,,,,,,,0.104,,,,
https://mturkrecord.s3.amazonaws.com/targpros/dia793_utt2.mp3,dia793_utt2.mp3,637,466,#B1EA00,,,,0.12,,,,,,,0.104,,,,,,,0.292,,,,,,,,,,0.211,,,,,,,,,0.107,,,,,,,,,
